,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,0.0009696422,0.0054756263,0.050535467,0.29300305,0.002509662,0.019563956,0.09947388,0.16848959,0.003023002,0.044660576,0.06228525,0.09354195,0.010666064,0.034507852,0.048253957,0.038671613,0.00011407555,0.022586958,0.23824678,0.82014614,0.00017111332,0.2517077,0.14504705,0.16386953,0.0002281511,0.079054356,0.00011407555,0.00017111332,0.0034793043,0.004049682,0.0,0.0,0.0002281511,0.0014259444,0.0070156464,0.06148672,0.0002281511,0.0036504176,0.0037074552,0.00028518887,0.0002281511,0.0002281511,5.7037774e-05,0.0,0.00011407555,0.0,0.0,0.0,0.00034222665,0.0038785688,0.009297158,0.04021163,0.0016540955,0.0056467396,0.0071867597,0.0043919086,0.0014259444,0.0014259444,0.0009126044,0.00011407555,0.001768171,0.00039926442,0.0,0.0
1,0.048243653,0.085787855,0.16126066,0.01915651,0.09161809,0.5402264,0.5138301,0.030304447,0.11115902,0.41574112,0.16395155,0.074447714,0.029535623,0.09437305,0.070603594,0.088799074,0.0038441159,0.05311287,0.38101596,0.009482153,0.0015376464,0.069194086,0.06413267,0.0,6.40686e-05,0.0008328918,6.40686e-05,0.0,0.0,0.0,0.0,0.0,0.0035237728,0.008841466,0.022295872,0.011852691,6.40686e-05,0.0001922058,0.00032034298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015184257,0.022488078,0.0043566646,0.0028190182,0.0002562744,0.0001922058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0004344185,0.0033750974,0.0044444352,0.07304914,0.013968226,0.042840347,0.13406824,0.96795124,0.039766,0.1135169,0.08110259,0.11642416,0.043475267,0.033951476,0.007451948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010025042,0.0003341681,0.00046783529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0089083575,0.007451645,0.0029134252,0.0026893155,0.011709727,0.021514524,0.025940688,0.16320783,0.0150713725,0.03692206,0.10942152,0.21172756,0.1565966,0.07333987,0.13267289,0.01664014,0.0068913708,0.003585754,0.0008964385,0.05658768,0.0033616442,0.0011205481,0.038939048,0.8456777,0.0010645207,0.054010417,0.31414565,0.16578509,0.044821925,0.04622261,0.106283985,0.0012886303,0.010701234,0.0068353433,0.0029134252,0.006219042,0.018657126,0.01703233,0.0058828774,0.0,0.009244522,5.6027406e-05,0.0,0.0,0.0050424663,0.0,0.0,0.0,0.007451645,0.0049304115,0.0024652057,0.00016808222,0.010645207,0.003585754,0.0007843837,0.0,0.0075637,0.0007283563,0.0,0.0,0.0028573978,5.6027406e-05,0.0,0.0
4,0.00024218624,0.0003330061,0.0013320243,0.97746366,0.002058583,0.0006357389,0.002573229,0.022311408,0.0066601215,0.005388644,0.022160042,0.09306006,0.032241043,0.026004748,0.03581329,0.16638196,0.0003027328,0.0,0.00012109312,0.03699395,0.0004540992,0.0,0.0,0.0,0.0010292915,0.0,0.0,0.0,0.0013925709,0.0,0.0,0.0,0.00018163968,0.0,0.0,0.036872856,0.00087792514,0.0,0.0,0.0,0.0014531175,0.0,0.0,0.0,0.0015742106,0.0,0.0,0.0,0.00021191296,3.027328e-05,0.0,0.037417773,0.001513664,3.027328e-05,0.0,0.0,0.0026640487,0.0,0.0,0.0,0.0012109312,0.0,0.0,0.0
5,0.00051246386,0.0057011605,0.013708408,0.015117683,0.016911307,0.045224935,0.13708408,0.107553355,0.3386105,0.2262528,0.1079377,0.030555658,0.68132067,0.2852502,0.3050441,0.17302062,0.0,0.0012171017,0.006469856,0.02536696,0.0017936234,0.008199422,0.23080091,0.05739595,0.005124639,0.22971192,0.08667045,0.0,0.008583769,0.04323914,0.017423771,0.0,0.0,0.00012811596,0.00051246386,0.0007046378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012811596,0.00019217395,0.0007046378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.019003803,0.02178552,0.03428947,0.9905113,0.017158506,0.037924983,0.07543684,0.007821855,0.0035253433,0.07331612,0.059958376,8.2625236e-05,0.007629063,0.016690297,0.0076015214,0.0,2.7541744e-05,5.508349e-05,0.0,0.0008813358,2.7541744e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.508349e-05,0.00013770872,2.7541744e-05,0.00016525047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007160854,0.001184295,0.00038558443,0.0016800464,0.00030295918,0.0,0.0,0.0,0.00079871056,0.0,0.0,0.0,0.0027541744,0.0,0.0,0.0
7,0.0013683891,0.007615383,0.01505228,0.1567103,0.08858832,0.016718145,0.016361173,0.020347351,0.44335806,0.2899795,0.03902884,0.04884554,0.056520417,0.02873617,0.054438088,0.0038671866,5.9495178e-05,0.0017253602,0.0014873794,0.007674878,0.18140079,0.11571812,0.00023798071,5.9495178e-05,0.17473733,0.6896681,0.008626801,5.9495178e-05,0.005116585,0.25463936,0.23928961,0.000118990356,0.00047596142,0.0005354566,0.0005354566,0.0042836526,0.000118990356,0.00047596142,0.00017848553,0.0,5.9495178e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00095192285,0.0013088939,0.00095192285,0.004700119,0.00047596142,0.0007139421,0.00065444695,0.00023798071,5.9495178e-05,0.00017848553,0.0,0.0,0.00017848553,0.0,0.0,0.0
8,0.0002607427,0.0076136873,0.019607851,0.282958,0.0016166047,0.012672096,0.10116817,0.31075317,0.0040675863,0.19190663,0.095953315,0.058510665,0.0053712996,0.16061752,0.020494377,0.01861703,0.00015644563,0.00020859417,0.006831459,0.10893831,0.0002607427,0.0074572414,0.009595332,0.022215279,0.0002607427,0.37155837,0.0007300796,0.0,0.00031289126,0.7652798,0.00015644563,0.0,0.0003650398,0.00046933687,0.00010429708,0.008760955,0.0008865252,0.0005214854,0.0,0.0,0.00046933687,0.0,0.0,0.0,5.214854e-05,0.0,0.0,0.0,0.00078222813,0.0019294961,0.0013037135,0.010221114,0.00093867374,0.0013037135,0.00067793106,5.214854e-05,0.0007300796,0.0003650398,0.00010429708,0.0,0.00031289126,0.00010429708,0.0,0.0
9,0.0013792645,0.005778,0.010586787,0.10072359,0.0030567483,0.006299884,0.008909303,0.00794009,0.004361458,0.011742387,0.008014645,0.0011183226,0.007828258,0.0075673163,0.0003727742,0.0,0.00014910968,0.0006709935,0.0019384258,0.0075300387,0.007380929,0.075114,0.10314662,0.092187054,0.086259946,0.9611237,0.041266102,0.03194675,0.0006337161,0.13259578,0.1125778,0.0077537033,0.0007828258,0.0013792645,0.0012674322,0.0029821936,0.0020129806,0.0033176902,0.0004100516,3.727742e-05,0.0019757033,0.0005964387,0.0,0.0,0.0012301549,0.0,0.0,0.0,0.0005591613,0.0013792645,0.0006709935,0.0016029291,0.000708271,0.0008201032,0.00014910968,0.0,0.0001863871,3.727742e-05,0.0,0.0,0.0003727742,0.0,0.0,0.0
